900001893885,"10, 12, 20, 28, 33"
900021627158,"04, 05, 06, 11, 15"
900094563864,"08, 15, 16, 19, 20"
900020783021,"04, 10, 11, 24, 28"
900079809007,"06, 15, 20, 25, 36"
900044001616,"13, 19, 22, 33, 35"
900039213813,"01, 02, 14, 15, 20"
900057840375,"01, 14, 16, 18, 32"
900045687555,"04, 11, 26, 30, 33"
900094778901,"03, 05, 09, 15, 33"
900011955153,"02, 12, 18, 23, 31"
900001331908,"06, 07, 08, 11, 26"
900045362473,"02, 04, 08, 24, 26"
900056754822,"02, 15, 20, 25, 35"
900092100656,"10, 19, 25, 30, 36"
900033700933,"14, 26, 30, 32, 34"
900089437573,"07, 09, 28, 30, 35"
900006978561,"18, 28, 29, 31, 34"
900007950714,"05, 08, 21, 29, 35"
900002591091,"03, 06, 08, 23, 29"
900090819482,"15, 17, 20, 28, 35"
900085117031,"09, 10, 16, 28, 32"
900083412642,"05, 06, 08, 09, 22"
900042526636,"02, 09, 14, 21, 29"
900049120051,"06, 09, 22, 26, 32"
900035454428,"05, 22, 27, 30, 32"
900070540931,"08, 16, 17, 25, 31"
900029668945,"12, 16, 19, 28, 34"
900085333325,"06, 10, 11, 15, 32"
900081899398,"02, 25, 27, 33, 35"
900001213673,"07, 08, 16, 20, 33"
900055393186,"02, 03, 09, 22, 30"
900086076809,"04, 15, 16, 31, 34"
900088495450,"07, 09, 14, 32, 33"
900090879884,"13, 16, 19, 20, 26"
900033891538,"07, 09, 20, 23, 25"
900022664658,"05, 11, 23, 24, 35"
900002578379,"06, 09, 16, 24, 26"
900068915860,"16, 17, 19, 22, 31"
900086093211,"07, 13, 22, 29, 32"
900070805581,"06, 11, 22, 23, 24"
900095232828,"14, 15, 16, 20, 23"
900023534952,"01, 02, 03, 04, 24"
900061746292,"04, 06, 17, 18, 22"
900075453757,"22, 27, 33, 35, 36"
900082272657,"09, 15, 22, 25, 31"
900058366344,"05, 09, 12, 20, 30"
900016424733,"06, 10, 25, 26, 36"
900029715855,"04, 07, 16, 35, 36"
900044681104,"03, 11, 14, 16, 29"
900055479567,"04, 22, 29, 34, 36"
900019308033,"03, 09, 10, 23, 30"
900040456317,"03, 04, 07, 09, 32"
900022992500,"01, 02, 07, 21, 35"
900025598484,"03, 11, 12, 17, 22"
900090684381,"06, 10, 11, 25, 26"
900053453582,"05, 13, 25, 26, 34"
900032091708,"01, 07, 08, 29, 30"
900006879610,"10, 14, 22, 23, 32"
900092480522,"02, 09, 10, 18, 32"
900054835943,"04, 15, 17, 19, 34"
900044536592,"05, 09, 11, 14, 22"
900044832303,"08, 19, 29, 31, 32"
900075874159,"01, 02, 20, 28, 36"
900030460127,"03, 04, 12, 13, 32"
900034780861,"05, 06, 25, 31, 36"
900094188572,"09, 16, 23, 30, 35"
900007258573,"08, 12, 17, 20, 33"
900035959339,"16, 18, 23, 24, 31"
900014250602,"07, 19, 21, 23, 25"
900016915793,"06, 22, 31, 33, 36"
900058664979,"07, 11, 17, 28, 34"
900086840585,"02, 17, 28, 31, 32"
900032636068,"12, 17, 23, 26, 28"
900008983668,"11, 18, 20, 34, 35"
900026074865,"10, 13, 21, 24, 33"
900053953491,"10, 12, 14, 22, 26"
900067725588,"12, 20, 26, 29, 34"
900041334046,"10, 17, 19, 28, 34"
900027768231,"10, 11, 22, 25, 27"
900024971455,"01, 12, 22, 25, 29"
900013671958,"01, 04, 09, 23, 36"
900078016695,"07, 14, 31, 32, 35"
900017621288,"11, 18, 20, 21, 35"
900022287951,"01, 13, 29, 30, 31"
900040097142,"15, 20, 25, 31, 35"
900070742100,"05, 17, 24, 26, 32"
900092623250,"03, 21, 24, 32, 34"
900099381164,"07, 09, 11, 30, 35"
900096878907,"03, 06, 19, 27, 36"
900032579001,"05, 26, 30, 31, 32"
900073065282,"01, 11, 21, 28, 33"
900057152859,"02, 12, 23, 26, 34"
900071108637,"12, 21, 31, 32, 36"
900041905170,"08, 10, 15, 29, 36"
900005456894,"07, 18, 23, 27, 30"
900026421800,"21, 22, 27, 29, 31"
900039932509,"03, 19, 24, 28, 34"
900013999720,"04, 05, 10, 17, 26"
900029428985,"21, 28, 31, 33, 35"
900019240461,"15, 21, 23, 28, 32"
900091762794,"04, 05, 13, 29, 33"
900005230269,"14, 15, 16, 26, 30"
900092512707,"09, 15, 16, 27, 36"
900073498043,"05, 15, 16, 19, 28"
900051251174,"07, 15, 27, 31, 32"
900066834735,"01, 08, 19, 21, 23"
900028591583,"13, 15, 18, 25, 27"
900098589621,"14, 15, 23, 31, 35"
900071299518,"05, 06, 13, 16, 31"
900078213519,"07, 17, 24, 30, 33"
900014403828,"22, 28, 29, 34, 35"
900020607938,"01, 04, 10, 17, 35"
900003916640,"12, 14, 18, 24, 35"
900061094546,"06, 08, 09, 22, 28"
900044023912,"03, 08, 11, 14, 26"
900048060123,"03, 05, 06, 23, 35"
900057032707,"01, 11, 13, 14, 16"
900021388253,"05, 19, 27, 32, 34"
900015507961,"02, 08, 15, 17, 24"
900085324672,"03, 08, 19, 26, 28"
900031276695,"07, 12, 13, 21, 23"
900031653793,"01, 02, 19, 27, 34"
900082716508,"02, 05, 20, 25, 36"
900069922046,"05, 13, 14, 21, 22"
900057397658,"04, 05, 12, 24, 31"
900065177968,"04, 09, 29, 30, 33"
900059275158,"02, 13, 20, 26, 34"
900009027242,"06, 09, 15, 25, 28"
900073001217,"01, 11, 23, 24, 28"
900098350717,"02, 14, 22, 32, 33"
900052849988,"01, 11, 20, 33, 36"
900085193874,"07, 11, 18, 19, 20"
900030687064,"02, 07, 09, 18, 34"
900033242503,"06, 10, 11, 29, 30"
900026309238,"02, 04, 06, 28, 30"
900071307409,"04, 08, 18, 20, 21"
900021534248,"15, 18, 21, 27, 28"
900014855897,"05, 07, 09, 27, 29"
900045713462,"01, 12, 18, 27, 35"
900053153554,"10, 14, 16, 18, 30"
900045829923,"11, 13, 26, 32, 34"
900030003203,"03, 07, 12, 17, 34"
900019682925,"03, 05, 10, 19, 34"
900062361499,"09, 13, 21, 22, 29"
900073703997,"06, 10, 11, 18, 22"
900065028895,"03, 10, 25, 32, 34"
900094871175,"07, 10, 18, 23, 36"
900077505670,"09, 11, 20, 24, 31"
900071222930,"09, 10, 15, 18, 34"
900000749057,"01, 20, 28, 30, 34"
900030266090,"03, 14, 19, 26, 33"
900076011240,"01, 03, 05, 10, 16"
900045648913,"06, 27, 33, 35, 36"
900089458593,"04, 18, 22, 26, 33"
900015067679,"12, 13, 15, 22, 24"
900039701049,"01, 04, 17, 23, 25"
900067722850,"10, 19, 20, 27, 34"
900046584115,"06, 15, 31, 32, 34"
900080160205,"07, 09, 13, 28, 33"
900061868635,"02, 08, 16, 32, 34"
900057076892,"02, 06, 08, 20, 34"
900024556984,"04, 20, 21, 27, 28"
900081815185,"05, 08, 20, 21, 34"
